,Job Title,Location,Date,Link,Job Attributes,Job Description
98,Shelter Staff,Boston,Apr 24,https://boston.craigslist.org/gbs/npo/d/charlestown-shelter-staff/7113272997.html,"
compensation: commensurate with experience

employment type: part-time

non-profit organization

","

QR Code Link to This Post


Reports to: V.P. of Programs

Primary Responsibilities: Direct care and primary service delivery to the guests in the shelter including admissions, triage, bed assignments, meal coordination, hygiene assessments, and transportation coordination in the event of reached capacity.  Work as a team member to provide shelter, meals and transportation to the homeless population in a timely and efficient manner.

Duties:

1.	Shift set-up and preparation responsibilities including checking resources, rosters, bed sheets, cot set-up, towels, gloves, universal precaution supplies, meal/ pastry case stocked.
2.	Facilitate admission of guests, documenting name, date of birth, social security number whenever possible.
3.	Complete safety checks through each floor of the building with flashlight to provide oversight and care to any needs guests may have through the night. 
4.	Greet, direct and refer guests from the points of engagement at the time of admission or at a point of interaction.
Including random searches of guest's belongings and garments for contraband, as well as, redirecting disputes, conflict resolution and maintaining a safe and secure environment for all staff and guests. 
5.	Assist guests with personal hygiene needs on an as needed basis.
6.	Encourage optimal communication via verbal, written and voice mail forums with all team members and the 
Vice President of Programs.
7.	Employ the least restrictive means of intervention in all shelter interventions with guests in order to provide a clear and welcoming environment for the guests we serve.
8.	Utilize available case management staff to assist with case management needs of guests on an as needed basis.
9.	Provide assistance to Health Care For The Homeless staff in addressing medical needs of guests.    "
99,Autism Spectrum Disorder (ASD) Specialist,Newburyport,Apr 24,https://boston.craigslist.org/nos/npo/d/newburyport-autism-spectrum-disorder/7113174532.html,"
compensation: DOE

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Job Description

Our Turning 22 residential program in Merrimack Valley provides supports, instruction/training, and program implementation to young adult women with intellectual/developmental disabilities, and autism. 

The Opportunity

• Supports individual’s daily living activities, including hygiene, grooming, dressing, as well as household chores, 
  meal prep./ clean up, medication administration, doctor’s appointments, community activities, communication 
  log documentation, shifts notes, incident reports, restraint forms, and MAP documentation 
• Enters and updates behavioral data for clinical and academic goals in program records and communication logs.
• Implements all procedures written in each individual’s ISP and/or teaching plan
• Uses Applied Behavior Analysis (ABA) to encourage and maintain positive behavior changes 

Necessary Skills and Experience

• BS/BA (or equivalent education and experience) in Psychology, Special Needs or related major
• Prior Direct Support residential experience, or closely related experience working with individuals with autistic 
  spectrum disorders using ABA is required
• Client instruction experience must be part of the required work experience
• A thorough working knowledge of  behavior plans, including the ability to recognize and act on behavioral cues
• Ability to demonstrate experience by providing “close” supervision for individuals in home and/or in community 
   settings with individuals having significant behavioral needs

This position will require attendance in many job related trainings. All candidates must be able to attend these training and bi-weekly team meetings and monthly staff meetings, including program and organizational trainings.

Apply online at:  www.turningpointinc.org
"
100,DIRECT SUPPORT WORKERS,Somerville,Apr 24,https://boston.craigslist.org/gbs/npo/d/somerville-direct-support-workers/7113157719.html,"
compensation: Up to 15.55

employment type: employee's choice

","

QR Code Link to This Post


***ATTENTION LAID OFF OR FURLOUGHED EMPLOYEES***

LOOKING FOR FULL OR PART TIME FLEXIBLE HOURS THAT ARE TEMPORARY (COULD LEAD
TO PERM)

WORK WITH ADULTS WITH DEVELOPMENTAL AND INTELLECTUAL DISABILITIES 

Provides support services to and ensures the safety of individuals with developmental disabilities within their home and community, while upholding the Agency's mission and philosophy.

Essential Duties:

1. Treats individuals with respect and upholds their human rights.
2. Encourages individuals to be as independent as possible.
3. Advocates for individual(s).
4. Communicates with individuals to teach activities of daily living. This includes but not limited to: social skills, vocational skills, personal routines, financial management.
5. Communicates verbally and in writing with individuals’ involved family, friends and other support staff.
6. Accompanies individuals to events within the community by utilizing Agency vehicle or personal vehicle, this includes but is not limited to: medical appointments, shopping, social events, classes, religious activities.
7. Assists individuals in the maintenance of the home or work site, by frequently moving and positioning oneself to: sweep, mop, vacuum, scrub, dust, wash dishes, empty trash, wash laundry, etc.
8. Writes accurate reports and log notes detailing shift activity.
9. Frequently lift and/or transfer/move individuals in and out of wheelchairs, vehicles, up from and down to a mat etc.
10. Consistently moves to assist individuals with personal routine and ADLs (toileting, feeding, dressing, etc.).
11. Work with individuals in the preparation of daily meals.
12. Monitors and physically assists individuals as they arrive or depart from the home or work site.
13. Remains awake during entire shift unless approved by a manager.
14. Staffs residence until next shift arrives.
15. Accurately administers and completes written documentation of the administration of medication.
16. Accurately completes in writing medical-related paperwork including, but not limited to forms, monthly med charts.
17. Ensures safety of all program participants through the implementation of outlined emergency procedures. Accurately updates and maintains Emergency Fact Sheets.
18. Monitor the health and physical/mental well-being of the individual. Reports any concerns immediately to supervisor.

MUST PASS CORI, DRIVING BACKGROUND AND FINGERPRINTING    "
101,Full-Time Residential Counselor (Evenings),"Waltham, MA",Apr 24,https://boston.craigslist.org/bmw/npo/d/waltham-full-time-residential-counselor/7113129639.html,"
compensation: Competitive, depends on experience

employment type: full-time

non-profit organization

","

QR Code Link to This Post


The Home for Little Wanderers, Waltham House is looking for Residential Counselors on a full-time basis to make a difference in the lives of youth who have experienced trauma and/or who have significant emotional and behavioral challenges. Join a dynamic team of professionals implementing our trauma informed care model.

Waltham House is a group home program designed to provide a safe and supportive living environment for up to 12 gay, lesbian, bisexual and transgender (GLBT) youth ages 14-18. The Home offers extensive training and support to all new staff and many opportunities for career and professional development.

How You Will Be Making a Difference

Join a dynamic team of professionals implementing our trauma informed care model.
Support youth in developing the skills they need to successfully transition home to families.
Teach age appropriate life skills, coping skills, and social skills through modeling, counseling, and other techniques.
Participate in groups and activities designed to enhance youth growth and development. Participate in both on-site and off-site recreational/educational activities.
Maintain a safe and supportive environment.

Qualifications

1 year prior experience working with youth
HS diploma or equivalency, Bachelor's degree preferred
A passion for making a positive impact on the lives of kids

What The Home Can Offer You

In addition to the chance to make a lasting impact on the lives of the youth of Massachusetts, The Home for Little Wanderers offers competitive salaries and a comprehensive benefits package including:

Extensive training to new staff
Tuition Reimbursement
Health and Dental Insurance
403(b) Retirement Plan with employer match
Long-term Disability and Short-term Disability Insurance
Life Insurance
Generous Paid Time Off
Professional Development opportunities



TO APPLY PLEASE CLICK HERE"
102,Residential Counselor (Full-Time - Days),"Walpole, MA",Apr 24,https://boston.craigslist.org/sob/npo/d/walpole-residential-counselor-full-time/7113128989.html,"
compensation: Competitive, depends on experience

employment type: full-time

","

QR Code Link to This Post


The Home in Walpole, a vocationally focused program, is looking for Full-Time Residential Counselors to make a difference in the lives of youth who have experienced trauma and/or who have significant emotional and behavioral challenges.

How You Will Be Making a Difference

Join a dynamic team of professionals implementing our trauma informed care model.
Support youth in developing the skills they need to successfully transition home to families.
Teach age appropriate life skills, coping skills, and social skills through modeling, counseling, and other techniques.
Participate in groups and activities designed to enhance youth growth and development.
Participate in both on-site and off-site recreational/educational activities.
Maintain a safe and supportive environment.

Qualifications 

1 year or more prior experience working with youth.
High school diploma or equivalency (Bachelor's degree preferred).
A passion for making a positive impact on the lives of kids.

What The Home Can Offer You

In addition to the chance to make a lasting impact on the lives of the youth of Massachusetts, The Home for Little Wanderers offers competitive salaries and a comprehensive benefits package including:

Extensive training to new staff
Tuition Reimbursement
Health and Dental Insurance
403(b) Retirement Plan with employer match
Long-term Disability and Short-term Disability Insurance
Life Insurance
Generous Paid Time Off
Professional Development opportunities



TO APPLY PLEASE CLICK HERE"
103,Residential Counselor (4 Evenings per Week),"Walpole, MA",Apr 24,https://boston.craigslist.org/sob/npo/d/walpole-residential-counselor-4/7113126529.html,"
compensation: Competitive, depends on experience

employment type: full-time

non-profit organization

","

QR Code Link to This Post


The Home in Walpole, a vocationally focused program, is looking for Evening Residential Counselors to make a difference in the lives of youth who have experienced trauma and/or who have significant emotional and behavioral challenges.

How You Will Be Making a Difference

Join a dynamic team of professionals implementing our trauma informed care model.
Support youth in developing the skills they need to successfully transition home to families.
Teach age appropriate life skills, coping skills, and social skills through modeling, counseling, and other techniques.
Participate in groups and activities designed to enhance youth growth and development.
Participate in both on-site and off-site recreational/educational activities.
Maintain a safe and supportive environment.

Qualifications 

1 year or more prior experience working with youth.
High school diploma or equivalency (Bachelor's degree preferred).
A passion for making a positive impact on the lives of kids.

What The Home Can Offer You

In addition to the chance to make a lasting impact on the lives of the youth of Massachusetts, The Home for Little Wanderers offers competitive salaries and a comprehensive benefits package including:

Extensive training to new staff
Tuition Reimbursement
Health and Dental Insurance
403(b) Retirement Plan with employer match
Long-term Disability and Short-term Disability Insurance
Life Insurance
Generous Paid Time Off
Professional Development opportunities



TO APPLY PLEASE CLICK HERE"
104,Residential Counselor - Relief/Per-Diem,"Walpole, MA",Apr 24,https://boston.craigslist.org/sob/npo/d/walpole-residential-counselor-relief/7113124782.html,"
compensation: $15/hr

employment type: part-time

non-profit organization

","

QR Code Link to This Post


The Home in Walpole, a vocationally focused program, is looking for Relief/Per-Diem Residential Counselors to make a difference in the lives of youth who have experienced trauma and/or who have significant emotional and behavioral challenges.

How You Will Be Making a Difference

Join a dynamic team of professionals implementing our trauma informed care model.
Support youth in developing the skills they need to successfully transition home to families.
Teach age appropriate life skills, coping skills, and social skills through modeling, counseling, and other techniques.
Participate in groups and activities designed to enhance youth growth and development.
Participate in both on-site and off-site recreational/educational activities.
Maintain a safe and supportive environment.
The Home offers extensive training and support to all new staff and many opportunities for career and professional development.

Qualifications

Prior experience working with youth
HS diploma or equivalency, Bachelor's degree preferred
A passion for making a positive impact on the lives of youth



TO APPLY PLEASE CLICK HERE"
105,Career Coach,South Boston,Apr 23,https://boston.craigslist.org/gbs/npo/d/south-boston-career-coach/7112850367.html,"
compensation: This is a full-time permanent role. Salary is based on experience.

employment type: full-time

","

QR Code Link to This Post


Leddy Group is seeking a mission-driven Career Coach for a non-profit in South Boston. This individual will provide one-on-one coaching and workshops to participants. 

Primary duties of the Career Coach:
-Provide one-on-one individualized coaching that empowers and supports while focusing on the strengths of the participant
-Facilitate weekly workshops for up to 20 participants, while ensuring that all participants are engaged and have a strong grasp of workshop content
-Collaborate with Program Manager to adapt and refine preexisting curricula
-Work with Program Manager and partner organizations on intake and retention, ensuring that enrollment, performance, and completion benchmarks are met
-Record and report program outcomes and statistics

Qualifications of Career Coach:
-Mission-driven individual with strong commitment to community
-Ability to motivate and excite participants to achieve their goals
-Culturally competent, and possessing openness and respect for others' cultures, identities, and lived experiences
-Bachelor's degree
-Driver's license
-Proficiency with Microsoft Office products

Preferred Qualifications:
-Salesforce experience
-Multilingual (Spanish or Portuguese preferred)

Additional information:
-This is a full-time permanent role. 
-Requires schedule flexibility to work some nights and/or weekends
-Ability to travel statewide

We are here to help! Leddy Group offers phone & video interviews/meetings during this time of social distancing. We cant wait to virtually meet you!

About Leddy Group

We are Leddy Group… a privately owned, regional staffing company serving NH, ME, VT & northern MA. One great brand… multiple specialties in accounting and finance, administrative and executive assistants, engineering, human resources, industrial and skilled manufacturing, and office support and customer service.

At Leddy Group we combine a consistency of values and traits with a singular standard for quality and best practices. We hold each other accountable to those standards, measure success by the quality of our outcomes, and establish goals based on continuous improvement metrics. This is the compass which leads us to put the right people in the right places. Methodology and process to assess skills and experience. Focusing on fit, company, and culture.

The success of our team is based on the success of our outcomes and your satisfaction. Period. Do what you love … love what you do. Put people first … always.    "
106,Social Worker  - Benefits include student loan pay-down assistance,Springfield,Apr 23,https://boston.craigslist.org/bmw/npo/d/west-springfield-social-worker-benefits/7112575552.html,"
compensation: Commensurate with experience.

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Social workers apply a child-centered, family-focused, trauma-informed approach to working with children and families. Social workers do this by providing therapeutic interventions, advocacy, counseling, guidance and community connections. Social workers carry caseloads of children and others carry caseloads of foster families based on the needs of the program.  Individuals and families served include children, foster families, birth families, kinship caregivers. Social workers are responsible for ensuring child safety and well-being, as well as quality foster care in accordance with out-of-home placement practices, DCF policies and EEC regulations.  

BENEFITS
HopeWell offers a comprehensive total rewards package that values employee wellness, work-life balance, and continuous learning. Benefits include student loan pay-down assistance, tuition reimbursement, funding for professional development, as well as a full suite of healthcare benefits, and generous paid-time-off.

KEY RESPONSIBILITIES
  * Conduct ongoing clinical assessments and evaluations of children’s and foster parents’ progress and needs.   
  * In conjunction with the treatment team, develop a written treatment plan for each child outlining specific goals and when/how these goals will be met. 
  * Maintain case files and documentation for children, foster families and biological families in accordance with state regulations and agency policies.
  * Visit with children weekly and foster parents monthly or as needed based on policy and/or demands.
  * In conjunction with the DCF, provide support and consultation to the biological families of foster children to enhance the child’s relationship with family members.  Encourage regular contact and visitation between children and family members as indicated in the case plan.  Seek to involve family members in plans and decisions regarding the child.
  * Collaborate with DCF, community organizations and service providers as appropriate. 
  * Recruit, screen, study, approve and monitor foster homes to ensure safe, quality care and compliance with policies. 
  * Participate in the coordination and implementation of a training schedule for youths, foster parents, and caregivers.
  * Attend all necessary meetings including Foster Care Reviews, treatment planning meetings, intake and discharge planning meetings. 
  * Provide transportation for children to visits, appointments, court, meetings, school, work, etc. as needed.
  * Assist with recruitment events, appreciation celebrations, group activities, and any other HopeWell events. 
  * Participate in after hours on-call system to include routine 48 hour visits, emergency response, hospital coverage, and unexpected needs that arise.
  * Conduct children’s and foster parents’ file reviews to monitor compliance with EEC regulations.
  * Maintain and submit required reporting logs as requested by Central Office.  
  * Facilitate support group and training for foster parents as needed.
  * Provide all pertinent paperwork, receipts and necessary information to ensure timely and accurate processing of billing, reimbursements, client support expenses, purchases, etc.

QUALIFICATIONS
  * Bachelor’s or higher degree in social work or related field required. Master’s Degree preferred
  * Social work experience with children and families required
  * Minimum of one-years’ experience providing case management and/or counseling services to children, adolescents and families
  * Eligibility for Massachusetts Social Work License required (Not Applicable in the state of Connecticut)
  * High level accuracy and personal accountability for the quality and impact of work 
  * Excellent communication skills, professional demeanor, sound judgment, and strong organizational skills 
  * A high level of professionalism in work and interpersonal interactions with both internal and external contacts, presents to others as organized, informed, and approachable
  * Detail Oriented: Capable of carrying out a given task with all details necessary to get the task done well; 
Reliable and dependable
  *Team Player: Works well as a member of a group 
  * Driver’s license and vehicle required
ability to work with diverse populations. 
  * Proficient in basic computer skills and Microsoft Office. Ability to navigate and document in clinical computerized patient care records.

OTHER REQUIREMENTS
  * Clearing of background checks as required by state and federal law.
"
107,Spanish Speaking Social Worker  - Great Benefits,"Methuen, MA",Apr 23,https://boston.craigslist.org/nos/npo/d/methuen-spanish-speaking-social-worker/7112574407.html,"
compensation: Commensurate with experience.

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Social workers apply a child-centered, family-focused, trauma-informed approach to working with children and families. Social workers do this by providing therapeutic interventions, advocacy, counseling, guidance and community connections. Social workers carry caseloads of children and others carry caseloads of foster families based on the needs of the program.  Individuals and families served include children, foster families, birth families, kinship caregivers. Social workers are responsible for ensuring child safety and well-being, as well as quality foster care in accordance with out-of-home placement practices, DCF policies and EEC regulations.  

BENEFITS
HopeWell offers a comprehensive total rewards package that values employee wellness, work-life balance, and continuous learning. Benefits include student loan pay-down assistance, tuition reimbursement, funding for professional development, as well as a full suite of healthcare benefits, and generous paid-time-off.

KEY RESPONSIBILITIES
  * Conduct ongoing clinical assessments and evaluations of children’s and foster parents’ progress and needs.   
  * In conjunction with the treatment team, develop a written treatment plan for each child outlining specific goals and when/how these goals will be met. 
  * Maintain case files and documentation for children, foster families and biological families in accordance with state regulations and agency policies.
  * Visit with children weekly and foster parents monthly or as needed based on policy and/or demands.
  * In conjunction with the DCF, provide support and consultation to the biological families of foster children to enhance the child’s relationship with family members.  Encourage regular contact and visitation between children and family members as indicated in the case plan.  Seek to involve family members in plans and decisions regarding the child.
  * Collaborate with DCF, community organizations and service providers as appropriate. 
  * Recruit, screen, study, approve and monitor foster homes to ensure safe, quality care and compliance with policies. 
  * Participate in the coordination and implementation of a training schedule for youths, foster parents, and caregivers.
  * Attend all necessary meetings including Foster Care Reviews, treatment planning meetings, intake and discharge planning meetings. 
  * Provide transportation for children to visits, appointments, court, meetings, school, work, etc. as needed.
  * Assist with recruitment events, appreciation celebrations, group activities, and any other HopeWell events. 
  * Participate in after hours on-call system to include routine 48 hour visits, emergency response, hospital coverage, and unexpected needs that arise.
  * Conduct children’s and foster parents’ file reviews to monitor compliance with EEC regulations.
  * Maintain and submit required reporting logs as requested by Central Office.  
  * Facilitate support group and training for foster parents as needed.
  * Provide all pertinent paperwork, receipts and necessary information to ensure timely and accurate processing of billing, reimbursements, client support expenses, purchases, etc.

QUALIFICATIONS
  * Bachelor’s or higher degree in social work or related field required. Master’s Degree preferred
  * Social work experience with children and families required
  * Minimum of one-years’ experience providing case management and/or counseling services to children, adolescents and families
  * Eligibility for Massachusetts Social Work License required (Not Applicable in the state of Connecticut)
  * High level accuracy and personal accountability for the quality and impact of work 
  * Excellent communication skills, professional demeanor, sound judgment, and strong organizational skills 
  * A high level of professionalism in work and interpersonal interactions with both internal and external contacts, presents to others as organized, informed, and approachable
  * Detail Oriented: Capable of carrying out a given task with all details necessary to get the task done well; 
Reliable and dependable
  *Team Player: Works well as a member of a group 
  * Driver’s license and vehicle required
ability to work with diverse populations. 
  * Proficient in basic computer skills and Microsoft Office. Ability to navigate and document in clinical computerized patient care records.

OTHER REQUIREMENTS
  * Clearing of background checks as required by state and federal law.
"
108,Social Worker  - Benefits include student loan pay-down assistance,Roxbury,Apr 23,https://boston.craigslist.org/gbs/npo/d/roxbury-social-worker-benefits-include/7112573848.html,"
compensation: Commensurate with experience.

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Social workers apply a child-centered, family-focused, trauma-informed approach to working with children and families. Social workers do this by providing therapeutic interventions, advocacy, counseling, guidance and community connections. Social workers carry caseloads of children and others carry caseloads of foster families based on the needs of the program.  Individuals and families served include children, foster families, birth families, kinship caregivers. Social workers are responsible for ensuring child safety and well-being, as well as quality foster care in accordance with out-of-home placement practices, DCF policies and EEC regulations.  

BENEFITS
HopeWell offers a comprehensive total rewards package that values employee wellness, work-life balance, and continuous learning. Benefits include student loan pay-down assistance, tuition reimbursement, funding for professional development, as well as a full suite of healthcare benefits, and generous paid-time-off.

KEY RESPONSIBILITIES
  * Conduct ongoing clinical assessments and evaluations of children’s and foster parents’ progress and needs.   
  * In conjunction with the treatment team, develop a written treatment plan for each child outlining specific goals and when/how these goals will be met. 
  * Maintain case files and documentation for children, foster families and biological families in accordance with state regulations and agency policies.
  * Visit with children weekly and foster parents monthly or as needed based on policy and/or demands.
  * In conjunction with the DCF, provide support and consultation to the biological families of foster children to enhance the child’s relationship with family members.  Encourage regular contact and visitation between children and family members as indicated in the case plan.  Seek to involve family members in plans and decisions regarding the child.
  * Collaborate with DCF, community organizations and service providers as appropriate. 
  * Recruit, screen, study, approve and monitor foster homes to ensure safe, quality care and compliance with policies. 
  * Participate in the coordination and implementation of a training schedule for youths, foster parents, and caregivers.
  * Attend all necessary meetings including Foster Care Reviews, treatment planning meetings, intake and discharge planning meetings. 
  * Provide transportation for children to visits, appointments, court, meetings, school, work, etc. as needed.
  * Assist with recruitment events, appreciation celebrations, group activities, and any other HopeWell events. 
  * Participate in after hours on-call system to include routine 48 hour visits, emergency response, hospital coverage, and unexpected needs that arise.
  * Conduct children’s and foster parents’ file reviews to monitor compliance with EEC regulations.
  * Maintain and submit required reporting logs as requested by Central Office.  
  * Facilitate support group and training for foster parents as needed.
  * Provide all pertinent paperwork, receipts and necessary information to ensure timely and accurate processing of billing, reimbursements, client support expenses, purchases, etc.

QUALIFICATIONS
  * Bachelor’s or higher degree in social work or related field required. Master’s Degree preferred
  * Social work experience with children and families required
  * Minimum of one-years’ experience providing case management and/or counseling services to children, adolescents and families
  * Eligibility for Massachusetts Social Work License required (Not Applicable in the state of Connecticut)
  * High level accuracy and personal accountability for the quality and impact of work 
  * Excellent communication skills, professional demeanor, sound judgment, and strong organizational skills 
  * A high level of professionalism in work and interpersonal interactions with both internal and external contacts, presents to others as organized, informed, and approachable
  * Detail Oriented: Capable of carrying out a given task with all details necessary to get the task done well; 
Reliable and dependable
  *Team Player: Works well as a member of a group 
  * Driver’s license and vehicle required
ability to work with diverse populations. 
  * Proficient in basic computer skills and Microsoft Office. Ability to navigate and document in clinical computerized patient care records.

OTHER REQUIREMENTS
  * Clearing of background checks as required by state and federal law.
"
109,Social Worker  - Benefits include student loan pay-down assistance,"Taunton, MA",Apr 23,https://boston.craigslist.org/sob/npo/d/east-taunton-social-worker-benefits/7112572720.html,"
compensation: Commensurate with experience.

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Social workers apply a child-centered, family-focused, trauma-informed approach to working with children and families. Social workers do this by providing therapeutic interventions, advocacy, counseling, guidance and community connections. Social workers carry caseloads of children and others carry caseloads of foster families based on the needs of the program.  Individuals and families served include children, foster families, birth families, kinship caregivers. Social workers are responsible for ensuring child safety and well-being, as well as quality foster care in accordance with out-of-home placement practices, DCF policies and EEC regulations.  

BENEFITS
HopeWell offers a comprehensive total rewards package that values employee wellness, work-life balance, and continuous learning. Benefits include student loan pay-down assistance, tuition reimbursement, funding for professional development, as well as a full suite of healthcare benefits, and generous paid-time-off.

KEY RESPONSIBILITIES
  * Conduct ongoing clinical assessments and evaluations of children’s and foster parents’ progress and needs.   
  * In conjunction with the treatment team, develop a written treatment plan for each child outlining specific goals and when/how these goals will be met. 
  * Maintain case files and documentation for children, foster families and biological families in accordance with state regulations and agency policies.
  * Visit with children weekly and foster parents monthly or as needed based on policy and/or demands.
  * In conjunction with the DCF, provide support and consultation to the biological families of foster children to enhance the child’s relationship with family members.  Encourage regular contact and visitation between children and family members as indicated in the case plan.  Seek to involve family members in plans and decisions regarding the child.
  * Collaborate with DCF, community organizations and service providers as appropriate. 
  * Recruit, screen, study, approve and monitor foster homes to ensure safe, quality care and compliance with policies. 
  * Participate in the coordination and implementation of a training schedule for youths, foster parents, and caregivers.
  * Attend all necessary meetings including Foster Care Reviews, treatment planning meetings, intake and discharge planning meetings. 
  * Provide transportation for children to visits, appointments, court, meetings, school, work, etc. as needed.
  * Assist with recruitment events, appreciation celebrations, group activities, and any other HopeWell events. 
  * Participate in after hours on-call system to include routine 48 hour visits, emergency response, hospital coverage, and unexpected needs that arise.
  * Conduct children’s and foster parents’ file reviews to monitor compliance with EEC regulations.
  * Maintain and submit required reporting logs as requested by Central Office.  
  * Facilitate support group and training for foster parents as needed.
  * Provide all pertinent paperwork, receipts and necessary information to ensure timely and accurate processing of billing, reimbursements, client support expenses, purchases, etc.

QUALIFICATIONS
  * Bachelor’s or higher degree in social work or related field required. Master’s Degree preferred
  * Social work experience with children and families required
  * Minimum of one-years’ experience providing case management and/or counseling services to children, adolescents and families
  * Eligibility for Massachusetts Social Work License required (Not Applicable in the state of Connecticut)
  * High level accuracy and personal accountability for the quality and impact of work 
  * Excellent communication skills, professional demeanor, sound judgment, and strong organizational skills 
  * A high level of professionalism in work and interpersonal interactions with both internal and external contacts, presents to others as organized, informed, and approachable
  * Detail Oriented: Capable of carrying out a given task with all details necessary to get the task done well; 
Reliable and dependable
  *Team Player: Works well as a member of a group 
  * Driver’s license and vehicle required
ability to work with diverse populations. 
  * Proficient in basic computer skills and Microsoft Office. Ability to navigate and document in clinical computerized patient care records.

OTHER REQUIREMENTS
  * Clearing of background checks as required by state and federal law.
"
110,Residential Counselor (Direct Care),N/A,May 21,https://worcester.craigslist.org/npo/d/brookfield-residential-counselor-direct/7128207709.html,"
compensation: 13 - 15 Hourly Wage

employment type: full-time

","

QR Code Link to This Post



We want you to join our growing team of compassionate and reliable Residential Counselors to support the wonderful individuals we serve! 
 
Community Resources for Justice (CRJ) is a unique, 140-year-old nonprofit organization. Community Strategies of Massachusetts (CSMA), a division of CRJ, supports adults with developmental or intellectual disabilities through specialized services from Day Programs, Shared Living arrangements with providers as well as over 40 community-based group homes. 
 
This is a great opportunity to receive valuable training to not only start your Human Service career but also to advance it. CRJ offers opportunities for tremendous career advancement and professional development. 
 
The average earnings for this role exceeds $40,000 annually with some overtime, plus excellent benefits (401K w/ Match, Tuition Remission/Reimbursement, Medical, etc.).
ResponsibilitiesWe are currently seeking a compassionate and reliable Residential Counselor to join our growing team to support our clients in the group home setting.
 
In this crucial role you will:

Help our clients to live a full and meaningful life.
Implement their individual service plans based on needs and goals.
Promote community involvement and safety
Teach clients how to manage activities of daily living such as cleaning, cooking, shopping, budgeting, personal hygiene, health care practices, money management, traveling, self-control and leisure time
Identify areas of crisis and defuse the situation, ensuring the safety of all concerned
Administer medication (training provided).
Transport clients to community activities, employment opportunities and medical appointments as necessary
RequirementsQualifications
Qualifications: 

No Experience Necessary
Minimum of High School Diploma or Equivalent
Valid Driver's License w/ reliable transportation (car)
Friendly, outgoing, reliable, dependable, flexible

 
CRJ provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, gender, gender identity, sexual orientation, national origin, age, disability, genetic information, marital status, amnesty, or status as a protected veteran in accordance with applicable federal, state and local laws.Apply HerePI120413731 "
111,Residential Counselor (Direct Care),N/A,May 21,https://worcester.craigslist.org/npo/d/leominster-residential-counselor-direct/7128118109.html,"
compensation: 13 - 15 Hourly Wage

employment type: full-time

","

QR Code Link to This Post


Overview
We want you to join our growing team of compassionate and reliable Residential Counselors to support the wonderful individuals we serve! 
 
Community Resources for Justice (CRJ) is a unique, 140 year old nonprofit organization. Community Strategies of Massachusetts (CSMA), a division of CRJ, supports adults with developmental or intellectual disabilities through specialized services from Day Programs, Shared Living arrangements with providers as well as over 40 community-based group homes. 
 
This is a great opportunity to receive valuable training to not only start your Human Service career but also to advance it. CRJ offers opportunities of tremendous career advancement and professional development. 
 
The average earnings for this role exceeds $40,000 annually with some overtime, plus excellent benefits (401K w/ Match, Tuition Remission/Reimbursement, Medical, etc.).
ResponsibilitiesWe are currently seeking a compassionate and reliable Residential Counselor to join our growing team to support our clients in the group home setting.
 
In this crucial role you will:

Help our clients to live a full and meaningful life.
Implement their individual service plans based on needs and goals.
Promote community involvement and safety
Teach clients how to manage activities of daily living such as cleaning, cooking, shopping, budgeting, personal hygiene, health care practices, money management, traveling, self-control and leisure time
Identify areas of crisis and defuse the situation, ensuring the safety of all concerned
Administer medication (training provided).
Transport clients to community activities, employment opportunities and medical appointments as necessary
RequirementsQualifications
Qualifications: 

No Experience Necessary
Minimum of High School Diploma or Equivalent
Valid Driver's License w/ reliable transportation (car)
Friendly, outgoing, reliable, dependable, flexible

 
CRJ provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, gender, gender identity, sexual orientation, national origin, age, disability, genetic information, marital status, amnesty, or status as a protected veteran in accordance with applicable federal, state and local laws.Apply HerePI120393463 "
